target,Subdoligranulum,Bifidobacterium,Coprobacillus,Escherichia,Enterobacter,Bacteroides,Akkermansia,Prevotella,Blautia,Alistipes,Ruminococcus,Eubacterium,Collinsella,Lactobacillus,Parabacteroides,Faecalibacterium,Porphyromonas,Streptococcus,Clostridium,Siphoviridae_noname,Methanobrevibacter,Megamonas,Acidaminococcus,Fusobacterium,Butyrivibrio,Coprococcus,Klebsiella,Roseburia,Megasphaera,Dialister,Parvimonas,Lachnospiraceae_noname,Dorea,Paraprevotella,Erysipelotrichaceae_noname,Bilophila,Odoribacter,Clostridiales_noname,Eggerthella,Desulfovibrio,Citrobacter,Anaerostipes,Phascolarctobacterium,Catenibacterium,Sutterella,Enterococcus,Pseudomonas,Veillonella,Peptostreptococcaceae_noname,Mitsuokella,Oscillibacter,Barnesiella,Peptostreptococcus,Sutterellaceae_unclassified,Bacteroidales_noname,Slackia,C2likevirus,Ruminococcaceae_noname,Haemophilus,Propionibacterium,Adlercreutzia,Acidaminococcaceae_unclassified,Coriobacteriaceae_noname,Solobacterium,Anaerotruncus,Coprobacter,Gemella,Turicibacter,Flavonifractor,Actinomyces,Oxalobacter,Clostridiaceae_noname,Lactococcus,Gordonibacter,Holdemania,Burkholderiales_noname,Atopobium,Rothia,Parasutterella,Alloscardovia,Granulicatella,Olsenella,Leuconostoc,Pseudoflavonifractor,Clostridiales_Family_XIII_Incertae_Sedis_noname,Pantoea,Corynebacterium,Candidatus_Saccharibacteria_noname,Butyricimonas,Scardovia,Clostridiales_Family_XIII_Incertae_Sedis_unclassified,Saccharomyces,Oribacterium,Candidatus_Saccharibacteria_noname_unclassified,Deinococcus,Potyvirus,Neisseria,Abiotrophia,Bacillus,Campylobacter,Raoultella
0,0.04325370000000001,0.0626119,0,0.1386466,0,0.08565260000000001,0,0.0213359,0.0292419,0.0798296,0.0128863,0.0937761,0.0133039,0.0079279,0.020295,0.04332970000000001,0,0.0126486,0.001648,0,0,0,0.0014121,0,8.48e-5,0.0716875,7.687e-4,0.0285795,0.0453903,0,0,0.0420709,0.0265293,0,0.0175672,0.0047063,0,0,0,0.0115341,0,5.46e-5,0.0322487,0.0353712,0,0,0,1.214e-4,0.0017549,0.0029338,0.0028314,0,0,5.624e-4,2.916e-4,0,0,1.056e-4,0,0,1.31e-5,0,0,0,1.212e-4,0,4.963999999999999e-4,0,2.53e-5,3.44e-5,0.0035504,0,1.914e-4,0.0016141,2.129e-4,0,0,1.829e-4,0,0,3.28e-5,2.593e-4,0,3.08e-5,0,0,0,6.74e-5,0,0,0,0,0,2.56e-5,0,7.89e-5,0,0,0,0,0
0,0.00771989999999999,0.0125079,8.510000000000001e-5,2.96e-4,0,0.0822206,0.0013858,0.3284109,0.0053619,0.0207494,0.0206476,0.052206,0.0012092,0,0.0104752,0.0510435,0,6.351e-4,6.629e-4,0,8.64e-5,8.599999999999999e-6,0,0,0,0.0618309,0.0029522,0.036382,0,0,0,0.002613,0.002828,0,0.00562289999999999,0.0020231,0.00405779999999999,0,0,4.01e-5,0,7.45e-5,0.0468475,0,0.0056919,0,0,0.0021406,0.0017275,0,5.170999999999999e-4,0,0,0,0.0020936,0,0,0,0.0104235,0,0,0,0,0,0,0,0,0,1.353e-4,0,0,0,0,5.4e-6,1.209e-4,0,0,2.86e-5,0,0,1.76e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0510904,0.0368862,9.238e-4,0.0030788,0,0.067547,3.8e-5,0,0.0249924,0.0152539,0.0955486,0.012236,0,0,0.0174813,0.4697269,0,0.0016656,0.0064542,0,5.212e-4,0,4.479e-4,0,0,0.0011779,0.0059012,0.0611997,0,0.07011099999999999,0,0.0105063,6.812999999999999e-4,0,6.113e-4,0.0028851,0,1.386e-4,0.0095529,0,0,0.0035631,0,0,0,0,0,0.0053073,0.0049496,3.83e-5,7.777000000000001e-4,0,0,0,0,0,0,0.0018244,0.0103753,0,0,3.47e-5,0,0,4.625e-4,0,8.21e-5,0,0.0022734,0,0,0.0018102,0,6.225e-4,0,0,0,8.13e-5,0,0,5.34e-5,0,0,2.352e-4,0,0,0,2.816e-4,0,0,0,0,5.3e-6,1e-7,0,1.85e-5,0,0,0,0,0
0,0.0197151,0.0035415,6.07e-5,0.0147954,7.183000000000001e-4,0.3908234,0.0161294,0.0026892,0.0625617,0.0023847,0.111366,0.0310133,4.044e-4,0.0017935,0.0511438,0.06725690000000001,1.529e-4,0.005235,0.0135382,0,0,0,7.509000000000001e-4,0,6.47e-5,0,0.103659,0.0159096,0.0040824,0.0086185,0,0.0121546,0.0046197,0,3.632e-4,0,0.0065979,0.0014723,0.0020016,1.58e-5,0,8.85e-5,0,0,0,0,0,0.0149434,0.0057009,5.87e-5,0.0066525,0,0,0,0,0,0,2.127e-4,0.0077662,0,0,0,0,1.37e-5,0.0014168,0,0,0,4.161e-4,1.225e-4,0,3.76e-5,0,7.396e-4,0.0019378,0.0022102,2.247e-4,7.81e-5,4.88e-4,0,1.293e-4,5e-6,0,0,0,0,0,0,0,5.740000000000001e-5,0,0,0,0,1.306e-4,5.68e-5,0,0,0,0,0
0,0.0177182,0.05135989999999999,1.52e-5,0.0101827,0,0.0263009,0,1.05e-5,0.0091555,0.0013414,0.1571033,0.0944662,0.0054223,1.55e-5,0.0059739,0.2688174,0,0.0073823,0.0038704,0,0,0.227792,0.0069373,0,0,0.0128694,7.082e-4,0.0093193,0.0334781,0,0,0.0264037,0.00554899999999999,0,0.0096839,8.509e-4,0,0,4.717e-4,2.11e-5,0,8.309999999999999e-4,3.7e-6,0,0,1.045e-4,0,2.047e-4,9.765e-4,2.078e-4,4.157e-4,0,0,3.72e-5,8.5e-6,0,0,0,2.08e-4,0,0.0018241,8.16e-5,0,3.2e-6,5.527e-4,0,9.66e-5,0,2.46e-5,0,0,0,0,3.32e-5,6.876e-4,0,0,1.464e-4,0,0,9.81e-5,1.22e-5,0,0,0,0,0,2.39e-5,0,0,0,0,0,8.510000000000001e-5,9.25e-5,2.01e-5,0,0,0,0,0
0,0.1247977,0.315764,1.19e-5,0.0080751,0.0188186,0.0408109,0,0.0207998,0.00552139999999999,0.0048055,0.1338661,0.0559431,1.971e-4,0.0013851,0.0029389,0.0389733,0,0.006843,0.108226,0,0,0.0017251,0,0,9.22e-5,0.0125525,7.786e-4,0.0128577,0.0332002,3.1e-6,0,7.591000000000001e-4,0.0149936,0,4.467e-4,1.973e-4,0,0,4.196e-4,0,0,6.610000000000001e-5,0,0,0,1.46e-5,0,4.503e-4,0.0017019,0.0235633,0.0011136,0,0,0,0,0,0,8.5e-6,4.59e-5,0,5.468e-4,4.97e-5,0.0010122,0,1.338e-4,0,0,0,4.1e-6,7.6e-6,9.99e-5,0,2.18e-5,0.0021455,1.076e-4,0.0010366,0,6.01e-5,5.919e-4,0,0,0.0011409,0,0,0,0,0,0,0,7.01e-5,1.13e-5,0,0,0,5.91e-5,0,0,0,0,0,0
0,0.0149206,0.1968831,1.49e-5,0.002286,0,0.0668159,0.0034924,0.0194924,0.0375248,0.0677761,0.2784207,0.0058413,0.022024,0,0.0030674,0.035314,0.0130606,0.0019617,0.0097936,0,2.5e-5,3.75e-5,0,0.0017183,0,0.0134485,0.0013543,0.0090197,7.79e-5,0,0.0257956,0.0066137,0.0071482,0,0.079877599999999993,0.0042926,5.78e-4,6.27e-5,0.003668,0.0030146,0,5.405e-4,0.0054403,0,1.9e-6,0,0,1.2e-6,9.95e-4,5.78e-5,0.0010195,0,0.0307328,6.19e-5,0,5.3e-6,0,1.97e-5,1.114e-4,0,0.0023783,0,0,0.0067326,4.698e-4,0,0.00624449999999999,0,8e-5,3.81e-5,6.551e-4,0,5.84e-5,9.89e-4,9.618e-4,0,0,2.47e-5,0,0,3.713e-4,1.88e-5,0,7.44e-5,0,0,0,1.808e-4,0,0,0,0,0,0,4.290000000000001e-5,1.4e-5,0,0,0,0,0
0,0.0814638,0.0215153,0,0.0461304,0,0.3111102,0.0351954,0,0.0160325,0.0530934,0.0212263,0.0558151,0,0.0011614,0.0228988,0.0918368,0,0.0055379,0.0395801,0,0.0148533,1e-5,2.911e-4,0,0,0.0043414,0.0074482,0.0166374,0.0153832,0,0,0.0179404,0.0043083,0,1.065e-4,0.0053795,0.0041116,8.31e-5,0.0024733,0.0092747,0,0.0016158,0.0311944,0,0,0,0,0.0019849,0,0,0.0092075,0.0229625,0,1.102e-4,0.0179932,0,0,1.568e-4,6.4e-4,0,0.0017726,0,9.804e-4,9e-6,3.354e-4,2.13e-5,0,0,2.278e-4,0,1.153e-4,3.365e-4,0,4.486e-4,0.0021205,9.626e-4,0,6.3e-5,3.239e-4,0,3.11e-5,0,0,4.19e-5,0,0,0,2.066e-4,0,6.97e-5,0,0,0,2.43e-5,0,3.64e-5,0,0,0,0,0
0,0.0431887,0.0971587,0,0.0024029,5.279e-4,0.0463988,3.041e-4,0.1878632,0.0089226,0.0162621,0.1349721,0.067199,0.018202,1.026e-4,0.0117594,0.1762921,0,0.0182595,0.0029055,0,0.0041209,0.0099635,1.719e-4,0,0,0.0041513,6.885e-4,0.0276814,0.0644727,0,0,0.0146308,0.0091977,0,0.0088466,8.91e-5,0,0,4.5e-6,2.237e-4,1.65e-5,1.08e-4,0,0,0,2.149e-4,0,0.0067532,8.562e-4,3.98e-5,9.262e-4,0,0,2.349e-4,2.227e-4,0,0,0,0.011741,0,3.433e-4,6.31e-5,0,1.04e-5,7.7e-5,0,2.75e-5,0,0,1.32e-5,0,0,0,0,6.268e-4,0,0,1.4e-6,0,0,1.592e-4,2.338e-4,0,0,0,0,1.93e-5,0,0,0,0,0,0,1.41e-5,0,0,0,0,0,0,0
0,0.1305397,0.020345,0,0.06681770000000001,4.953e-4,0.0711268,0,2.205e-4,0.06339750000000001,0.0174133,0.0355687,0.1673381,0.0258029,0,0.0019686,0.1187334,6.95e-5,0.0263281,0.0037981,0,0,4.51e-5,0,0,8.170000000000001e-5,0.0333329,0.0014916,0.0562489,0,0,2.15e-5,0.0090908,0.0634421,0,0.0021244,0.0037802,0.0011827,8.630000000000001e-5,0.0017618,2.11e-5,0.0121014,7.084e-4,8.77e-5,0,0,0,0,1.124e-4,0.0139955,0,0.001033,0.0062578,0,0,0,0,0,0.0096344,5.17e-5,0,0.0124046,0,0,6.87e-5,0.0012312,0,6.941e-4,0,4.736e-4,3.6e-6,0.0055238,3.43e-5,0.003603,0.0016098,0.0058617,2.434e-4,0,2.6e-6,7.92e-5,0,1.836e-4,0,0,6.92e-5,0,0,0,1.722e-4,5.9e-5,0,0,0,0,7.9e-6,0,7.170000000000001e-5,0,0,0,0,0
0,0.0183034,0.1540013,0.0021007,0.00712439999999999,0,0.2620395,0,0,0.04552050000000001,0.0057309,0.1036423,0.0793435,2.5e-5,0,0.1811465,1.37e-5,0,0.0036505,0.0273837,0,0,1.67e-5,2.997e-4,0.0012111,0,0,1.615e-4,0.0248899,0.049089,0,0,0.0024755,7.786999999999999e-4,0,0.0014245,0.0067305,0,5.52e-4,0.0016373,6.38e-5,0,1.099e-4,0,0,0,0,0,1.491e-4,3.034e-4,1.162e-4,1.54e-5,0,0,0,0,0,0,0,0.0042529,0,9.064e-4,0,0,0,4.341e-4,0.0014066,0,0,0.0031217,0,3.29e-5,0,0,0,0.0026508,0.0036117,0,1.026e-4,0.0028902,0,1.03e-5,2.373e-4,0,0,0,0,0,0,6.54e-5,0,0,0,0,1.34e-5,0,1.87e-5,0,0,0,0,0
0,0.1088271,0.0016095,0,0.013593,0.0047827,0.1458402,0.0090478,2.42e-5,0.0084775,0.0451096,0.1140112,0.2215011,0.00438919999999999,0,0.0166487,0.1105205,0,0.001813,0.0150271,0,0,3.8e-6,0,0,0,0.0409272,0.0593972,0.0276921,0,9.39e-4,5.65e-5,0.0103792,0.0043329,0,7.9e-6,0.001127,0,1.613e-4,6.67e-5,0.0013126,0,4.35e-5,0,0,0,0,0,0.0010895,0.0011592,1.269e-4,1.826e-4,0.0027263,2.31e-5,0,2.915e-4,0,0,0,0.0055011,0,4.705e-4,0,0,0,2.38e-4,0,1.275e-4,2.64e-5,0,0,0,0,0,3.512e-4,2.37e-5,5.482e-4,0,7.200000000000001e-6,0.0011892,0,9.1e-6,0,0,0,0,2.454e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0106404,0.0055821,2.858e-4,0.0010721,0,0.4535123,0.0022513,0,0.0784188,0.0143765,0.0355333,0.0083372,0,0,0.0384426,0.0017971,0,4.392999999999999e-4,0.0100135,0,0,0.303602,0,0.0170238,0,2.404e-4,3.4e-5,0.0042526,0,0,0,0.0013935,7.845e-4,0,8.340000000000001e-5,0.0072832,0,2.16e-4,2.116e-4,6.4e-5,0,7.5e-6,0,0,0,0,0,0,0,2.63e-5,0.0016446,0,0,8.223999999999999e-4,3.103e-4,0,0,6.6e-6,1.85e-5,0,0,0,0,0,1.523e-4,0,7.3e-6,0,1.8e-5,0,0,2.316e-4,0,0,7.664e-4,0,0,2.52e-5,0,0,5.3e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27e-5,0,0,0,0,0
0,0.0182174,0.0897295,3.887e-4,0.0091969,0,0.1374849,0,5.7e-6,0.1406923,9.35e-5,0.0735603,0.1953102,0.010539,0,0.006107,0.1024416,0,0.0039715,0.0125493,0,0,9.91e-5,0,2.22e-5,4.77e-5,0.0745021,0,4.711e-4,0,0,0,0.0248014,0.0523552,0,0.0022004,0.0027219,0,1.158e-4,0.0148036,1.18e-5,0,3.66e-4,0.0150444,0,0,0,0,2.484e-4,0.0021355,1.766e-4,0.0024306,0,0,7.78e-5,0,0,0,6.74e-5,4.402e-4,0,0,0,0,0,0,0,1.116e-4,0,0.0043738,0,0,6.454999999999999e-4,0,0,5.767e-4,0,0,2.205e-4,0,0,1.845e-4,1.76e-5,0,0,0,0,3.04e-5,9.29e-5,0,0,0,8.47e-5,0,1.08e-5,0,2.14e-5,0,0,0,0,0
0,0.016294,0.0343824,1.5e-6,0.0028069,1.282e-4,0.0963773,0.0056423,0.0045791,0.0050867,0.0474747,0.060999,0.1584469,0.0019626,0,0.0026248,0.1421172,0,0.1332379,0.0055007,0,0,0,4.74e-4,0,0,0.0798367,9.157e-4,0.0247405,0.0011187,0,0,0.0080583,0.0048308,0,0.04508429999999999,0.0010219,0,0,0,0,0,0.00471559999999999,0,0,0.0018075,0,0,0.07477,2.398e-4,1.236e-4,8.126e-4,0,0,0,0.0021342,0,0,9e-6,0.0270079,0,6.532e-4,0,5.1e-6,8e-6,1.545e-4,0,8.19e-5,0,4.14e-5,1.6e-5,1.12e-5,0,9.763e-4,0,9.053e-4,6.2e-6,0,5.181000000000001e-4,0,0,2.151e-4,4.38e-5,0,0,0,0,0,0,0,0,0,1.47e-5,0,0,0,3.989999999999999e-5,0,0,0,0,0
0,0.0060048,0.0430724,5.303e-4,0.0176598,0,0.1736335,0,4.28e-5,0.044253,0.0010365,0.0259317,0.1198493,0.0128452,0.0021966,0.0020571,0.1826126,0,0.0282657,0.0063008,0,0,0.1646709,0,1.035e-4,0,0.019013,4.22e-5,0.0268398,0.0032223,0,0,0.0129586,1.496e-4,0,0.00155,0.0013847,0,3.066e-4,0.0010199,0,0,1.63e-5,0,0,0,0,0,0.0726219,6.143e-4,0,0.001857,0,0,0,0,0,0,0,0.0234992,0,0,0,0,8.9e-6,5.83e-5,0,8.5e-5,8.19e-5,2.654e-4,1.26e-5,0,0,0,0,0,0.0022241,0,8.23e-5,5.178e-4,0,1.492e-4,0,0,0,0,0,2.1e-6,1.76e-5,0,3.65e-5,0,1.03e-5,0,2.4e-6,0,0,0,0,0,0,0
0,0.04792080000000001,0.0492577,2.409e-4,0.4796656,9.01e-5,0.1069535,0,0,0.0137288,0.00618229999999999,0.0078503,0.1034388,0.0084482,0,0.001039,0.06005480000000001,0,0.0565945,0.0139421,0,0,0.0015173,0,0,0,0.001316,0.001377,9.119e-4,7.5e-5,0,0,0.0013677,0.0080584,0,1.461e-4,0.001546,0,0.0018578,0.0020408,0.0014699,0.0033217,0.001669,0,0,5.88e-5,0,0,0.005839,7.45e-5,2.76e-5,5.89e-5,0,0,8.74e-5,0,0,0,0,0.0101701,0,0,0,5.11e-5,0,0,0,7.060000000000001e-5,0,0,1.375e-4,0,0,4.28e-5,0,0,0,0,2.351e-4,0,0,2.407e-4,1.18e-5,0,0,0,3.204e-4,0,0,0,0,0,0,9.6e-6,4.6e-6,0,0,0,0,0,0,0
0,0.0627134,0.0057004000000000004,0,0.013177,0,0.4677156,0.0079035,0,0.0078137,0.1260226,0.0245232,0.0307414,0.0020355,0,0.0485136,0.0589605,0,0.0039808,0.0012666,0,0,0.0145196,6.9e-5,0,0,0.022282,0,0.0228334,3.556e-4,0,3.073e-4,0.0015241,0.0044106,0,0,0.0116788,0.007068,0,3.22e-5,0.0091445,0,6.662e-4,0,0,0.0117037,0,0,2.576e-4,7.507e-4,1.278e-4,0.0048135,0,0,0,0.0194313,2.29e-5,0,0,0.0034334,0,0,1.92e-5,0,0,5.995e-4,0,6.400000000000001e-6,1.85e-4,1.427e-4,0,9.237e-4,0,0,0,1.888e-4,0,0,0.0012248,0,0,0,0,0,0,0,0,0,0,1.084e-4,0,0,0,0,1.01e-5,0,3.09e-5,0,0,0,0,0
0,0.0514875,0.0299496,0,2.875e-4,0,0.2137607,0,2.896e-4,0.0234269,0.1111305,0.2934387,0.0141587,0,0,0.0360986,0.054753,0,6.133e-4,0.0227749,0,0,1.955e-4,0,0,0,0.0080492,0,0.0021988,0,0,1.77e-5,0.0146536,0.0085198,0.0251579,2.561e-4,0.0210501,0.0106896,7.15e-5,1.421e-4,0,0,1.304e-4,0,0,0,0,0,1.489e-4,5.105e-4,0,0.0138719,0,0,0,0.0265093,0,0,5.2e-5,1.39e-4,0,0.001599,0,0,5.9e-6,9.865e-4,0.0034331,0,0,3.865e-4,2.55e-5,1.537e-4,9.69e-5,0,7.016e-4,5.974999999999999e-4,0.0047034,0,0,0.0021182,0,0,0,0,1.428e-4,0,0,0,0,0,0,0,0,0,0,1.16e-4,2.52e-5,0,0,0,0,0
0,0.103475,0.056379,0,0.0046251,4.125e-4,0.0926067,0.0569791,0.1769821,0.0051841,0.0328982,0.0433775,0.0710253,0.0069824,0,0.0121236,0.03633,0,9.017e-4,1.893e-4,0,0,3.4e-5,3.18e-5,0,0,0.0564282,4.145e-4,0.0418823,0.0693329,0,0,0.0023484,0.0026317,0.0169264,0.0110207,0.00869829999999999,0.005349,2.03e-4,0,0,0,1.722e-4,0,0,0.0026716,0,0,1.099e-4,0,0.0417795,5.985e-4,0,0,0,0.0077034,0,0,0,2.01e-5,0,0.0014147,1.671e-4,0,0,5.299e-4,0.01942,5.999999999999999e-6,0,0,0,0.0047942,0,0,0,2.293e-4,0,0,9.71e-5,0,0,3.03e-5,2.986e-4,0,2e-5,0,0,0,0,8.869999999999999e-5,7.47e-5,0,0,0,0,1.617e-4,0,0,0,0,0,0
0,0.142954,2.25e-5,0,3.11e-5,0,0.0936238,0,0.1379061,0.0119987,0.0659788,0.0126231,0.1707869,0.00832559999999999,0,0.0245801,0.0629466,0,2.272e-4,0.0133913,0,0.02048699999999999,2.54e-5,0,0,0,0.06750479999999999,0,0.0071433,0,0,0,0.0099006,0.0076949,0.040186,0.0062457,4.82e-5,0.002365,0,6.454e-4,2.66e-5,0,0,0.076672,0,0,0,0,1.76e-5,0,0,0.0029288,0,0,0,0.00411329999999999,0,0,7.523e-4,0,0,2.3e-4,0,0,0,2.88e-4,0.0012353,0,0,7.3e-5,1.4e-5,7.539e-4,0,0,0,6.879000000000001e-4,0.003476,0,0,6.642000000000001e-4,0,1.87e-5,0,0,3.75e-5,0,0,0,0,2.987e-4,0,0,0,0,0,0,7.03e-5,0,0,0,0,0
0,0.010672,0.0327548,6.93e-5,0.0014349,0,0.4899979,0,2.38e-5,0.0060167,0.0405508,0.1284408,0.0556979,0.0023208,4.109e-4,0.0125192,0.08179270000000001,0,3.073e-4,0.0028877,0,0,0,0.0098732,0,1.051e-4,0.0072334,0,0.0155307,0,0.0392284,0,0.0128587,0.0157787,0,2.34e-5,0.0163931,0,0,0.0015501,5.570000000000001e-5,0,0.0021162,0,0,0,0,0,0.0013092,2.989e-4,4.87e-5,0.00044270000000000003,0,0,0,0,0,0,0,8.728e-4,0,0,0.0010565,9.39e-5,0,7.63e-5,0,1.01e-5,0,2.397e-4,0,0,0,0,1.408e-4,0.0013797,0.00544819999999999,0,0,0.0016398,0,2.05e-5,0,0,0,0,0,0,7.84e-5,0,0,0,7.37e-5,0,4.79e-5,0,2.36e-5,0,0,0,0,0
0,0.0107296,0.0050271,3.542e-4,1.229e-4,0,0.4734707,0,3.08e-5,0.0042979,0,0.0388072,0.2066707,0.001175,0,0.0312093,0.08514490000000001,0,0.0059447,1.172e-4,0,0,0.0199,0.0047593,0,0,0.008349,0,0.0673064,0,0,0,8.601e-4,0.0133755,0,9.846e-4,0.0076876,0,0,4.519999999999999e-5,1e-5,0,3.136e-4,0,0,0,0,0,0.0051239,2.676e-4,0,2.38e-5,0,0,4.893e-4,0,0,0,0,0.0050111,0,0,4.02e-4,0,0,3.928e-4,1.456e-4,5.99e-5,0,2.24e-5,0,1.152e-4,0,0,0,0,0,0,8.91e-5,0,0,4.78e-5,0,0,0,0,0,0,0,0,0,0,0,1.68e-5,0,2.53e-5,4.96e-5,0,0,0,0,0
0,0.0101027,0,1.96e-5,0.7646371000000001,0,0.0201286,5.81e-4,0.0086737,0.0088527,0.0153031,0.0178565,0.01891,0.0017379,0,0.0021335,0.0254827,0,0.0025431,0.034686,0,0,4e-6,0.0070408,0,6.100000000000001e-5,0.0039168,0.0089593,0.00528919999999999,0.002037,3.68e-5,0,0.0031582,0.0012819,0,1.95e-5,0.0026514,0,2.3e-6,0.002973,0.005111,0,8.7e-6,0.0173566,0,0,9.773e-4,0,0.0021481,0,0,0.0020326,0,0,1.87e-4,0,0,0,2.7e-5,1.94e-5,0,0,0,0,0,5.739e-4,0,0,0,1.088e-4,0,0,1.708e-4,0,0,0.0014778,0,0,0,0,0,2.92e-5,0,0,6.5e-6,0,6.433999999999999e-4,0,0,0,0,0,0,0,0,0,1.43e-5,0,0,0,0,0
0,0.0921789,0.0053373,0.0034055,0.0044962,0,0.3279667,2.58e-5,2.46e-5,0.0176544,0.177448,0.0436739,0.0788122,0.0041153,0,0.0302547,0.0362898,0,0.0035684,0.0153784,0,0.0215478,3.36e-5,0,0,0,0.0104527,0.0041713,0.0110451,0,0.0213235,0,0.0078038,0.001551,0,6.55e-5,0.0090706,0.0032173,1.9e-6,0,0.0073566,0.0014742,2.087e-4,0,0,0,7.8e-6,0,8.061e-4,0.001888,1.447e-4,0.0016568,0.0366978,0,0,0.0067779,0,0,1.23e-5,0.0023517,0,1.78e-5,0,0,0,5.81e-4,0,1.335e-4,1.868e-4,2.605e-4,0,0.0032034,0,0,2.4e-6,2.547e-4,0.0025144,0,0,0.0017348,0,1.94e-5,0,0,3.074e-4,0,0,0,0,1.133e-4,0,0,0,0,0,0,4.67e-5,0,0,0,0,0
0,0.1203491,0.0014558,1.7e-5,0.0064107,0,0.0889602,0.0105504,0.2250352,0.0563173,0.0030269,0.04349579999999999,0.1555739,0.00831539999999999,0,0.0102693,0.1109542,0,0.0010116,0.0133914,0,0,7.67e-5,0,0,3.213e-4,0.0099368,0,0.0400969,1.564e-4,4.6e-6,0,0.0152084,0.0044673,0.007855,0.0145948,0.0036305,0.0055334,3.296e-4,0,0.00934679999999999,0,0.0011734,0,0.0171274,0.0025047,0,0,4.501e-4,2.33e-4,5.95e-5,0.0022424,0.0033502,0,0,0.0021527,0,0,0,2.014e-4,0,0,0,0,0,3.35e-4,7.598e-4,0,0,5.37e-5,0,0,1.304e-4,0,0,7.354e-4,0,0,1.882e-4,0,0,0,4.94e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0091379,2.109e-4,0,1.656e-4,0,0.3087906,0.0018632,2.154e-4,0.0144245,0.0401005,1.195e-4,0.3018245,0.0025458,0,0.0346105,0.0429233,0,8.747000000000001e-4,0.0012338,0,0,7.24e-5,0,0,4.43e-5,0.1234217,0,0.0240357,0,0,0,0.0451216,0.0029048,0,1.53e-5,0.0015817,0.0052711,1.527e-4,0,6.805e-4,0,1.953e-4,0,0,0.0238859,0,0,1.713e-4,0,4.290000000000001e-5,0.0021736,0.0067761,0,0,0.0017368,0,0,8.9e-6,9.288e-4,0,0,3.75e-5,0,0,1.067e-4,0,4.39e-5,0,9.69e-5,0,2.405e-4,1.32e-5,0,2.053e-4,3.628e-4,3.45e-5,0,1.07e-5,2.87e-5,0,3.38e-5,0,0,0,0,0,0,0,1.5e-6,0,0,0,0,0,0,2.08e-5,0,0,0,0,0
0,0.051719,0.022612,0,0.0011734,3.234999999999999e-4,0.175397,0.0010644,0,0.0169389,0.0237251,0.0220611,0.1286371,0.0113,7.49e-5,0.04015290000000001,0.1151843,0,0.0140136,0.0026322,0,0,0,0,0,2.91e-4,0.0439254,0,0.040507,0,0.0830048,0,0.0509837,0.0038173,0,0.0528833,0.0013152,1.103e-4,0,7.4e-6,1.153e-4,0.0024036,0,0,0,0,0,0,0.0241917,0.0050563,0,0.0037142,0,0,0,0.0015844,0,0,0.0372675,1.787e-4,0,0.0035258,0,0,0,0.0012473,0,8.23e-5,0,6.494e-4,0,0,2.214e-4,0,8.236000000000001e-4,0.0126833,8.996e-4,0,3.79e-5,2.667e-4,0,0,0,0,7.054e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.012585,0.0076739,0,2.006e-4,0,0.3427369,0,0,0.0102664,0.06055310000000001,0.0154832,0.3316823,5.356e-4,0,0.0347791,0.056764400000000013,0,7.164e-4,0.0140539,0,0,0.022307,6.39e-5,0,0,0.0196806,0,0.04558880000000001,0,0,0,0.00584709999999999,0.0011771,0,3.53e-5,1.724e-4,0.0044691,0,0,0,0,2.448e-4,0,0,1.039e-4,0,0,5.999999999999999e-6,2.227e-4,0,0.0014479,0,0,0.0030086,0.0064231,1.869e-4,0,0,7.58e-5,0,1.014e-4,0,0,0,2.505e-4,0,0,0,4.14e-5,0,6.57e-5,0,0,3.37e-5,4.07e-5,0,0,0,0,0,0,0,0,2.59e-5,0,0,0,0,0,0,0,0,0,0,0,1.509e-4,0,0,0,0,0
0,0.0086246,0.0247358,8.920000000000001e-5,0.0014068,1.905e-4,0.0421964,0,0.0545323,0.0701772,0.0110478,0.0336004,0.0243408,0.0071167,0,0.00602539999999999,0.0987673,0,0.1654822,5.654e-4,0,0,0.1614555,4.628e-4,0.0011275,0,0.0241296,8.630000000000001e-5,0.0059,0.0257609,0,1.28e-5,0.0403946,0.0245136,0.0015254,4.23e-5,0.0044151,0,3.73e-5,8.109999999999999e-5,2.52e-5,1.4e-6,1.031e-4,0.1027366,0,0,1.496e-4,0,0.0221058,2.354e-4,0,6.49e-5,0,1.95e-5,0.001407,3.69e-5,3.322e-4,0,0,0.0292746,0,0,0,0,5.52e-5,3.57e-5,1.336e-4,4.902999999999999e-4,0,1.513e-4,7.64e-5,0,0,0,0,6.525e-4,0,0,5.69e-4,0,0,8.297000000000001e-4,0,0,0,0,0,3.68e-5,4.58e-5,0,0,3.37e-5,0,3.611e-4,0,0,1.16e-5,0,0,0,0,0
